Gene	vsNaive	vsPrimed	AveExpr	P.Value
LSM1	-0.606258559	0.395446504	5.04737538	1
LSM10	-0.49785123	0.608227578	5.310483981	1
LSM11	-0.286380312	0.333209651	0.972177534	1
LSM12	-0.627847952	0.07203703	4.765469521	1
LSM12P1	-0.282705309	1.095600091	5.895540161	1
LSM3	0.065930884	-0.590640651	7.385979242	1
LSM3P2	0.118364637	-0.03127764	0.217548692	1
LSM3P3	0.109984043	-0.724645187	1.99239578	1
LSM3P5	0.05644376	-0.149420541	0.16656159	1
LSM4	0.215332159	-0.005253063	6.963389133	1
LSM7	-0.04217969	0.529411643	5.83566306	1
LSM8	0.227471198	-0.461952781	5.855744984	1
LSP1P2	0	-0.000630908	0	1
LSP1P3	-0.007872614	0	0.008408909	1
LSR	-0.449225717	2.002789363	5.199432392	1
LST1	0	-0.000633871	0	1
LTB4R	-0.175037857	0.096311485	0.472266573	1
LTBP1	0.109908849	-1.260465472	0.331197609	1
LTBP4	-1.068919819	0.215485106	2.72960336	1
LTV1	-0.613737937	1.53472495	6.886707047	1
LUADT1	0	-0.006189443	0	1
LUC7L	-0.18118875	1.093574078	5.071590892	1
LUZP4	-2.947805262	0	2.933825918	1
LUZP4P1	0	-0.002891177	0	1
LVRN	-1.907701775	0.326378546	2.231202021	1
LXN	1.230537989	-1.116460363	0.756216083	1
LY6D	-0.003289713	0	0.002882543	1
LY6E	-0.029499513	0.552743564	0.789526951	1
LYAR	-0.953262917	0.589976204	6.608033894	1
LYARP1	0	-0.000487656	0	1
LYL1	0	-0.007141284	0	1
LYPD4	0	-0.007352388	0	1
LYPLA1	-1.036407085	0.252732657	8.921384413	1
LYPLA1P3	-1.074800928	0.055871562	6.133074349	1
LYPLAL1	0.403351756	-1.556656062	4.502730389	1
LYRM1	1.137752925	-0.264959669	3.051363622	1
LYRM4	0.008347716	-0.849513717	3.859668518	1
LYRM7	-1.394550698	0.446502187	5.205314275	1
LYRM9	0.33629358	-0.436029687	0.044680423	1
LYST	-2.130665914	0.003871505	2.194936485	1
LYVE1	-0.006439215	0	0.005642229	1
LYZ	-4.487605661	0.164060564	4.596261453	1
LYZL2	-0.004363587	0	0.003823503	1
LYZL4	-0.004620304	0	0.008244107	1
LYZL6	0	-0.0074263	0	1
LZTR1	-0.217476443	0.640370785	1.374629472	1
MAATS1	0.133454817	-0.51349727	0.10879311	1
MACROD2-AS1	0	-0.017323664	0	1
MAD2L1BP	-0.890026656	0.676501885	5.705191572	1
MADD	-0.530227331	0.516958995	1.608856231	1
MAEL	-4.304351907	0.584741868	4.79298342	1
MAF	0.234608096	-0.607478649	0.065992886	1
MAF1	-0.267952546	1.776198019	5.92069366	1
MAGEA1	-0.063877988	0	0.060348347	1
MAGEA12	-0.011327517	0	0.010601396	1
MAGEA13P	0	-0.011302095	0	1
MAGEA2B	-0.000744301	0	0.001328072	1
MAGEA3	-0.067951291	0	0.066348754	1
MAGEA5	-0.015513874	0	0.013593711	1
MAGEA6	-0.035531147	0	0.035355257	1
MAGEB1	-2.583403105	0.255454923	2.822603088	1
MAGEB10	-0.011134902	0	0.009756727	1
MAGEB18	-0.01173678	0	0.010284111	1
MAGEB2	-3.382194139	2.559575364	5.92884654	1
MAGEB3	-0.030729424	0	0.030705452	1
MAGEB4	-0.003016785	0	0.003440854	1
MAGEB6	-0.271658064	0	0.27824789	1
MAGEC1	-0.330815389	0.015892937	0.348662719	1
MAGEC2	-0.366226083	0	0.354581922	1
MAGEC3	0	-0.011032225	0	1
MAGED4B	0.063312976	-0.373559292	0.039649263	1
MAGEE2	-0.010979932	0	0.009620938	1
MAGEF1	0.296262364	-0.80965967	3.390716964	1
MAGI2-AS3	0.508891879	-2.061772427	0.054089176	1
MAGI3	-0.535363278	0.022349742	1.2700479	1
MAGOH	-0.480009866	0.817932898	5.909831646	1
MAGT1	-0.150188862	2.376281994	7.272357495	1
MAK16	-0.222972496	2.534703267	6.388554413	1
MAL	-0.171111434	0	0.15970037	1
MAL2_ENSG00000147676	0.758626578	-1.25781479	0.854914013	1
MAL2_ENSG00000253972	-0.011192231	0	0.012268757	1
MALSU1	-0.04363246	0.4169988	5.833210439	1
MAML1	-0.657093892	0.84497064	3.228325498	1
MAML3	0.215903083	-0.078681997	0.476652552	1
MAN1B1	-1.180482583	1.887369814	4.414110693	1
MAN1C1	-3.59657393	0.773320465	4.643642862	1
MAN2A1	0.588989611	-0.022414401	4.787688492	1
MANBA	-0.50153294	1.330554944	3.844262852	1
MANSC4	-0.012417382	0	0.010880474	1
MAP1A	-0.188175151	2.100410547	2.476052565	1
MAP1LC3B2	0.020605487	-0.09589024	4.093228266	1
MAP1LC3C	-2.038487443	0.378781065	2.545919539	1
MAP1S	-0.723855527	1.80953134	3.944833059	1
MAP2K7	-0.481874792	0.841524618	1.81028836	1
MAP3K2	-0.871060104	2.069485176	5.14515786	1
MAP3K20	1.420860121	-0.378325784	1.632661494	1
MAP3K4	-0.621207389	1.364716553	4.054442434	1
MAP3K6	-1.063122764	0.719432627	2.060772904	1
MAP3K7	-0.510210677	0.481304479	6.421326532	1
MAP4K2	-0.132167317	0.784516914	1.704993888	1
MAP4K3	-1.23460881	1.274249713	5.500317583	1
MAP4K4	0.950479538	-0.143266025	2.707950701	1
MAP9	-0.264868428	0.255933641	2.88424613	1
MAPK10	0.159065729	-0.999941753	0.140340259	1
MAPK11	-0.004657816	0	0.004081315	1
MAPK12	-0.063807649	0.544653118	1.031248466	1
MAPK15	0	-0.004231465	0	1
MAPK6PS3	0.091939574	-0.085431333	0.091272492	1
MAPK7	-0.468693961	0.709439012	2.20227621	1
MAPK8IP1	-0.257911022	0.117880188	0.485312425	1
MAPK8IP2	-0.141544504	0.074004643	0.259692675	1
MAPKAP1	-0.966714843	0.613311763	5.185297349	1
MAPKAPK2	-0.200670683	0.342400851	0.889673885	1
MAPT	0	-0.002774796	0	1
Mar-02	-0.015497795	0.150947516	1.117438681	1
Mar-03	-0.948332075	0.251284059	1.781332675	1
Mar-06	0.52152652	-0.464653527	5.63284986	1
Mar-08	-1.350999085	0.098343262	1.568042242	1
Mar-09	-0.046371032	0.264017709	0.417223511	1
MARK2P10	-0.000940546	0	0.001678236	1
MARK2P15	-0.026563698	0	0.02327589	1
MARK2P17	-0.006634253	0	0.005813127	1
MARK2P9	-0.45522096	0	0.441300758	1
MARK3	-0.079325289	1.761740528	5.005260471	1
MARK3P3	-0.116724261	0	0.113497865	1
MARS	-1.176529996	0.358070505	8.575659192	1
MARVELD1	-0.413319303	0.087633214	1.595547653	1
MAST2	-0.345739615	3.179243008	4.289805277	1
MAT2A	-0.461360469	2.669706981	6.652142899	1
MAT2B	0.10097106	-0.124014786	6.357525191	1
MAU2	-1.527080438	0.612939484	3.310034012	1
MAVS	-0.886650671	1.689662155	3.896808592	1
MAX	-1.067534068	1.354230802	4.847234017	1
MAZ	-0.734258417	0.689102948	1.770031024	1
MB	-0.033238266	0.081265872	0.139846428	1
MBD1	-0.691524465	2.300050481	4.592002565	1
MBD2	-0.393076357	0.773373307	1.778575795	1
MBD3	-0.518546485	3.600813875	5.022495243	1
MBD3L1	-0.00672103	0	0.005889163	1
MBD3L2	-0.030014526	0	0.026299607	1
MBD3L2B	-0.033796096	0	0.031619156	1
MBD3L3	-0.017952522	0	0.018316796	1
MBD3L4	-0.009993511	0	0.009180484	1
MBD3L5	-0.00452177	0	0.003962107	1
MBD6	-0.150475411	0.969834933	1.43932282	1
MBL1P	-0.031399971	0	0.030233453	1
MBOAT2	-1.297345315	1.773351691	5.742088921	1
MC1R	-0.423497224	0.122612687	0.613306151	1
MC4R	0	-0.034462645	0	1
MCAM	-0.086101079	1.307550093	1.82544887	1
MCAT	-0.242188362	1.802668841	3.57081219	1
MCC	0.25094169	-0.700097815	0.388638109	1
MCCC1-AS1	-0.017566914	0	0.015392645	1
MCEMP1	-0.003583622	0	0.003140075	1
MCF2L	-1.026414661	0.020719216	1.359404279	1
MCF2L-AS1	-0.895668953	0.17796274	1.110399853	1
MCFD2P1	0.057419849	-0.379880919	0.169930075	1
MCIDAS	-0.249095402	0.102186896	0.337064717	1
MCL1	-1.689519302	1.302650082	8.600606153	1
MCM10	-0.05674954	1.316387916	5.793471953	1
MCM4	-0.723722351	0.400903765	8.244376157	1
MCM5	-0.489718974	1.644589121	6.761149022	1
MCM7	-0.460069607	0.849647858	7.971840177	1
MCMBP	-0.427317817	1.155416711	6.238150894	1
MCOLN1	-0.970952913	2.726751691	4.330650285	1
MCPH1-AS1	0.460363409	-0.132862317	0.079038326	1
MCRIP2	-1.335284328	1.714275959	4.638817577	1
MCRS1	-0.08236278	1.883427308	5.987154577	1
MCTS1	-0.141016009	1.917290871	7.737477328	1
MCUB	-1.228577187	3.513915399	6.922895197	1
MCUR1	-0.750140363	1.121938544	6.275552076	1
MDFI	-0.894319006	0.197439218	1.930964109	1
MDFIC	0.631801012	-0.820964757	0.034314479	1
MDH1	0.251799312	-0.86935941	8.467610128	1
MDH2	-0.524170816	0.800548812	8.860455378	1
MDM2	-0.167813755	3.133186156	6.788158644	1
ME2P1	0.102716144	-0.115326884	0.143552174	1
MECP2	-0.771204234	0.740752534	2.972868389	1
MED1	-0.179670376	1.715761587	4.490885704	1
MED10	-0.128574843	1.122712966	4.744552981	1
MED11	-0.967573407	0.588227093	3.406911332	1
MED13	-0.313925824	1.538712142	5.287820025	1
MED13L	-0.701918446	0.93104513	3.579951395	1
MED14	-1.113652773	0.712122127	4.480511523	1
MED15	-0.369048625	3.543646004	5.551330517	1
MED15P3	0	-0.006284286	0	1
MED15P4	-0.017842959	0	0.017009426	1
MED15P6	0	-0.000591446	0	1
MED15P7	-0.003972329	0	0.003480671	1
MED17	-0.097106158	1.291132826	2.232190687	1
MED18	-0.340596507	1.319431295	2.411702142	1
MED19	-0.728898035	2.166176543	4.87013924	1
MED20	-0.300438999	1.272350913	5.91830299	1
MED28	0.517317382	-0.207751889	6.820380788	1
MED28P1	0	-0.007409652	0	1
MED28P7	0	-0.005888799	0	1
MED28P8	-0.002747071	0	0.002407064	1
MED29	-1.048393876	1.095979622	5.350121425	1
MED6P1	-0.009539549	0	0.008358832	1
MEF2D	-0.055634643	1.458634635	1.856442719	1
MEFV	-0.090663234	0	0.089037526	1
MEG3	-7.222762407	0.611959076	7.680780239	1
MEG8	-5.347984167	0.9438941	6.191158577	1
MEGF11	-0.106204741	0.059477904	0.243656107	1
MEIKIN	-0.047381036	0	0.04929138	1
MEIS1	-0.107690162	1.196053943	1.320110402	1
MEIS1-AS2	-0.015162645	0	0.013285953	1
MEIS2	-1.831249979	0.981089322	2.733219332	1
MELTF	-0.237929176	0.435294802	0.778678597	1
MEMO1P4	-0.005898539	0	0.01052489	1
MEN1	-0.223295454	2.074377801	2.98143704	1
MEOX2	0	-0.011121511	0	1
MEOX2-AS1	-0.000827309	0	0.001476185	1
MEP1AP4	-0.002349417	0	0.002058628	1
MEPCE	-1.237500063	0.955349114	2.77795407	1
METAP1D	-0.139316226	0.899218063	1.646857599	1
Metazoa_SRP_ENSG00000197334	-0.002240825	0	0.003998351	1
Metazoa_SRP_ENSG00000203573	-0.001266203	0	0.002259313	1
Metazoa_SRP_ENSG00000255851	0	-0.013814529	0	1
Metazoa_SRP_ENSG00000264809	-0.006288144	0	0.005509856	1
Metazoa_SRP_ENSG00000273524	-0.012834877	0	0.011246295	1
Metazoa_SRP_ENSG00000273710	-0.004502948	0	0.003945615	1
Metazoa_SRP_ENSG00000273975	-0.032233625	0	0.032402885	1
Metazoa_SRP_ENSG00000274017	-0.000871097	0	0.001554317	1
Metazoa_SRP_ENSG00000274357	-0.001909996	0	0.003408046	1
Metazoa_SRP_ENSG00000275460	-0.003891054	0	0.003409456	1
Metazoa_SRP_ENSG00000275881	-0.004890131	0	0.004284876	1
Metazoa_SRP_ENSG00000276096	-0.001793919	0	0.001571884	1
Metazoa_SRP_ENSG00000276202	0	-0.002135487	0	1
Metazoa_SRP_ENSG00000276213	-0.002404646	0	0.002107022	1
Metazoa_SRP_ENSG00000276359	-0.000781297	0	0.001394084	1
Metazoa_SRP_ENSG00000276532	-0.005653067	0	0.005689176	1
Metazoa_SRP_ENSG00000276568	-0.004886773	0	0.004281934	1
Metazoa_SRP_ENSG00000276764	-0.027527986	0	0.03094163	1
Metazoa_SRP_ENSG00000276782	-0.000560995	0	0.001000995	1
Metazoa_SRP_ENSG00000276823	-0.009482902	0	0.008309197	1
Metazoa_SRP_ENSG00000277001	-0.004486175	0	0.003930918	1
Metazoa_SRP_ENSG00000277118	0	-0.023228253	0	1
Metazoa_SRP_ENSG00000277233	-0.005643366	0	0.006606754	1
Metazoa_SRP_ENSG00000277250	-0.027409838	0	0.024017303	1
Metazoa_SRP_ENSG00000277371	-0.0060122	0	0.005691943	1
Metazoa_SRP_ENSG00000277668	-0.004890131	0	0.004284876	1
Metazoa_SRP_ENSG00000277677	-0.018353719	0	0.018525755	1
Metazoa_SRP_ENSG00000277740	0	-0.004831474	0	1
Metazoa_SRP_ENSG00000278109	-0.002194561	0	0.001922939	1
Metazoa_SRP_ENSG00000278250	0	-0.000810498	0	1
Metazoa_SRP_ENSG00000278469	-0.000768031	0	0.001370413	1
Metazoa_SRP_ENSG00000278569	-0.005877107	0	0.005149693	1
Metazoa_SRP_ENSG00000278701	-0.008766057	0	0.009938447	1
Metazoa_SRP_ENSG00000278732	0	-0.007754094	0	1
Metazoa_SRP_ENSG00000278838	-0.00108455	0	0.001935187	1
METRN	-0.232686016	0.339769129	0.770960049	1
METTL1	-0.025840175	2.540857566	4.681322398	1
METTL12	-0.613738752	0.217686647	2.295962366	1
METTL13	-0.212016105	3.662056117	6.099858437	1
METTL16	-0.98056734	1.670957569	5.077589081	1
METTL17	-0.591682776	0.736202468	5.213013749	1
METTL21C	0	-0.002891177	0	1
METTL23	0.421384368	-1.450143408	3.231886069	1
METTL25	-0.224719906	1.667454146	2.757094932	1
METTL2A	-1.19497377	0.273164606	5.011042223	1
METTL2B	-0.832414025	1.779153131	4.299174526	1
METTL4	-0.197816952	0.85679116	3.203845653	1
METTL7AP1	-0.003289606	0	0.002882449	1
METTL7B	0.350638903	-0.251411164	0.109366229	1
MEX3A	0.512351293	-0.996357457	0.206799639	1
MEX3D	0.264628649	-0.348678604	0.472644652	1
MFAP1P1	0	-0.000640596	0	1
MFAP3	-0.12955778	1.338430185	2.768300266	1
MFAP3L	-1.942874812	0.691943091	2.784120447	1
MFGE8	0.279563808	-4.209807819	0.39460847	1
MFN1	-0.220331046	1.973966421	5.726254671	1
MFNG	0.082212668	-0.567558153	0.014941511	1
MFSD13A	-1.085162847	1.90658873	3.967363091	1
MFSD14A	-0.088645957	0.68549595	1.971343155	1
MFSD14B	-1.310803901	1.421083569	4.971507571	1
MFSD4B	-2.10914225	3.225075697	5.585917733	1
MFSD4BP1	-0.004104371	0	0.004336252	1
MFSD6L	0	-0.021550992	0	1
MFSD7	-0.306276904	0.071531695	0.408285583	1
MGA	-1.145711165	0.134928389	5.78359552	1
MGAM	-0.163623103	0	0.153176653	1
MGAT2	-0.025283111	0.121443665	0.222576723	1
MGC4859	-0.078826836	0.022714006	0.15856576	1
MGLL	-0.622696811	4.368458562	5.074371827	1
MGST1	0.039651091	-3.645950279	6.214812985	1
MIA	-0.00763894	0	0.008868508	1
MIATNB	-0.341179888	0.081503229	0.592765573	1
MIB2	-1.771277642	0.656551096	2.86515374	1
MICAL1	-0.601366483	0.413463019	1.550585314	1
MICAL3	-0.524335737	1.007483252	1.852467415	1
MICD	0	-0.000546281	0	1
MICE	0	-0.004773412	0	1
MICU2	-0.72166094	0.378151364	6.743531569	1
MICU3	0.358709409	-0.025686858	0.3230373	1
MID1IP1	-0.56838224	0.644669126	3.340831594	1
MIEF1	-0.50436311	2.864312145	6.019162397	1
MIEN1	-1.259482689	0.010555493	4.957484297	1
MIER1	-0.047749647	0.310133007	5.168895844	1
MIER2	-1.414053075	1.807543655	3.881922942	1
MIF4GD	1.166683937	-0.081369842	0.925386825	1
MIGA1	-0.344914057	1.909625217	3.61124936	1
MIGA2	-0.318756892	0.903344805	1.376282808	1
MIIP	-1.158420021	2.777113732	6.766958207	1
MILR1	-1.192569395	0	1.166760807	1
MINCR	0.364478175	-1.379198446	0.259288137	1
MINDY2	-2.183976165	0.822427774	7.129962879	1
MINOS1P3	0.315796922	-0.107108193	0.300431392	1
MIR107	0	-0.003356087	0	1
MIR10B	-0.013858447	0	0.013553724	1
MIR1180	-0.006784862	0	0.005945095	1
MIR1183	0	-0.0110358	0	1
MIR1193	-0.026664289	0	0.023364031	1
MIR1200	0	-0.008307407	0	1
MIR1227	-0.006134267	0	0.005375024	1
MIR1243	-0.022470232	0	0.019689076	1
MIR1251	0	-0.043406805	0	1
MIR1252	0	-0.002740845	0	1
MIR1254-2	-0.004794133	0	0.00420076	1
MIR1255A	0	-0.001547795	0	1
MIR126	-0.000510278	0	0.000910499	1
MIR1261	-0.00385662	0	0.003379284	1
MIR1270	-0.013925819	0	0.014419622	1
MIR1271	-0.011695427	0	0.010247876	1
MIR1273E	-0.001744545	0	0.00311283	1
MIR1273F	-0.000557612	0	0.000994959	1
MIR1273G	-0.00361715	0	0.003169453	1
MIR1283-2	-0.04803874	0	0.054062438	1
MIR1284	-0.006309042	0	0.005528168	1
MIR1285-1	-0.004043022	0	0.004007742	1
MIR1288	-0.003830214	0	0.003356146	1
MIR1294	0	-0.012631841	0	1
MIR1305	0	-0.025059845	0	1
MIR130A	0.043342636	-0.03835481	0.023326817	1
MIR130B_ENSG00000283871	-0.000512502	0	0.000914468	1
MIR1322	-0.005227266	0	0.004580283	1
MIR133A1HG	0.138470129	-0.147167929	0.202361146	1
MIR134	-0.025958599	0	0.024130274	1
MIR140	-0.002727597	0	0.00239	1
MIR141	-0.004428793	0	0.007902391	1
MIR1468	-0.006736867	0	0.005903041	1
MIR147A	0	-0.000692626	0	1
MIR148B	-0.006256687	0	0.005482292	1
MIR149	-0.000640558	0	0.001142961	1
MIR152	0	-0.002106749	0	1
MIR16-2	0.026330701	-0.097494893	0.274526539	1
MIR181B2	0	-0.021767296	0	1
MIR1827	0	-0.00305657	0	1
MIR185	-0.004735131	0	0.00414906	1
MIR191	-0.005188267	0	0.004546112	1
MIR1910	-0.007579972	0	0.006641794	1
MIR1911	-0.012374409	0	0.01084282	1
MIR1972-2	-0.016007543	0	0.016054967	1
MIR199A1	-0.000466777	0	0.000832881	1
MIR200CHG	-0.110812979	0.065054939	0.199665528	1
MIR204	0	-0.004867061	0	1
MIR2054	0	-0.102587707	0	1
MIR2115	-0.003083037	0	0.005501129	1
MIR2117HG	-0.134359943	0	0.126832133	1
MIR217HG	0	-0.00218708	0	1
MIR218-1	0	-0.084598353	0	1
MIR2278	-0.005614768	0	0.004919824	1
MIR22HG	-0.000871097	0	0.001554317	1
MIR26B	0	-0.000633871	0	1
MIR299	-0.023146968	0	0.022383857	1
MIR29A	-0.004479432	0	0.004514559	1
MIR300	-0.039659677	0	0.049110334	1
MIR301B	0	-0.000930873	0	1
MIR30A	0	-0.006887963	0	1
MIR30C2	-0.001253754	0	0.002237101	1
MIR30D	0	-0.013688115	0	1
MIR3121	-0.007161917	0	0.006275482	1
MIR3122	-0.010724129	0	0.009396796	1
MIR3127	-0.004455134	0	0.005755143	1
MIR3128	-0.037357219	0	0.03401084	1
MIR3129	0	-0.003049919	0	1
MIR3131	-0.004471203	0	0.003917799	1
MIR3133	0	-0.006087293	0	1
MIR3142HG	0	-0.004006741	0	1
MIR3143	0	-0.006140414	0	1
MIR3144	-0.002747071	0	0.002407064	1
MIR3145	0	-0.001066552	0	1
MIR3146	-0.005220499	0	0.004574354	1
MIR3147	-0.00307954	0	0.002698383	1
MIR3148	0	-0.006569571	0	1
MIR3149	0	-0.021817752	0	1
MIR3152	-0.006288144	0	0.005509856	1
MIR3157	0	-0.00386515	0	1
MIR3162	0	-0.006885192	0	1
MIR3165	0	-0.008152159	0	1
MIR3168	-0.006212749	0	0.005443792	1
MIR3171	-0.005783394	0	0.00506758	1
MIR3173	-0.004502948	0	0.003945615	1
MIR3174	-0.00718913	0	0.006299326	1
MIR3176	0	-0.007252461	0	1
MIR3180-5	0	-0.000448727	0	1
MIR3189	-0.012485826	0	0.015307868	1
MIR3194	-0.008730187	0	0.008385439	1
MIR3198-1	0	-0.007513862	0	1
MIR3199-1	0	-0.000448507	0	1
MIR3201	0	-0.002359628	0	1
MIR320C1	-0.007257683	0	0.006359394	1
MIR323A	-0.000768031	0	0.001370413	1
MIR323B	-0.023349399	0	0.024498534	1
MIR325	0	-0.017019718	0	1
MIR325HG	0	-0.170162479	0	1
MIR326	-0.005822078	0	0.006549752	1
MIR329-1	-0.006458846	0	0.007568636	1
MIR329-2	-0.031242247	0	0.032465991	1
MIR337	-0.000514769	0	0.000918514	1
MIR34AHG	-0.346478498	0.301844913	0.721471536	1
MIR3609	0	-0.005326708	0	1
MIR361	0	-0.000951677	0	1
MIR3611	-0.006594784	0	0.005778543	1
MIR3646	-0.005647956	0	0.006145366	1
MIR3653	-0.000502179	0	0.000896049	1
MIR3663HG	-0.011973671	0	0.010491682	1
MIR3668	-0.008339223	0	0.007307071	1
MIR3672	-0.0615726	0	0.053951716	1
MIR3678	0	-0.000448507	0	1
MIR369	-0.001203745	0	0.002147869	1
MIR370	-0.000837619	0	0.001494582	1
MIR373	-0.037654065	0.099776273	0.149351049	1
MIR374A	-0.013454299	0	0.011789051	1
MIR376A1	-0.00401681	0	0.007167281	1
MIR376B	-0.002179478	0	0.003888889	1
MIR377	-0.076681501	0	0.081752378	1
MIR378A	-0.017892513	0	0.01656722	1
MIR378G	-0.010302768	0	0.009793321	1
MIR378J	-0.003843347	0	0.003367653	1
MIR379	-0.009498118	0	0.00954388	1
MIR381HG	-0.007735913	0	0.006778434	1
MIR382	-0.008983003	0	0.00954107	1
MIR384	0	-0.006478793	0	1
MIR3907	0	-0.005151337	0	1
MIR3915	0	-0.010016756	0	1
MIR3919	0	-0.010755187	0	1
MIR3928	-0.007810955	0	0.006844187	1
MIR3929	0	-0.003340127	0	1
MIR3935	-0.008281268	0	0.00725629	1
MIR3943	0	-0.001692732	0	1
MIR3973	0	-0.010006043	0	1
MIR3974	-0.013068508	0	0.01145101	1
MIR3976HG	-0.003485331	0	0.00305395	1
MIR3978	0	-0.002603999	0	1
MIR411	-0.018124878	0	0.017227135	1
MIR4263	-0.027869461	0.063743779	0.131312469	1
MIR4268	-0.003977206	0	0.003484944	1
MIR4280	-0.005777509	0	0.005062423	1
MIR4284	-0.010740379	0	0.011591176	1
MIR4288	0	-0.009686749	0	1
MIR4290HG	-0.001515211	0	0.002703623	1
MIR4295	-0.002868571	0	0.005118453	1
MIR4296	-0.006626468	0	0.006186569	1
MIR4299	0	-0.004989264	0	1
MIR4307	-0.074931373	0	0.072083303	1
MIR4307HG	-0.401710673	0	0.382709912	1
MIR4308	-0.005082234	0	0.004453202	1
MIR4319	-0.017483594	0	0.017331813	1
MIR4323	0	-0.008438915	0	1
MIR4324	0	-0.003076902	0	1
MIR4326	-0.003395946	0	0.002975628	1
MIR4419A	-0.018299248	0	0.016034337	1
MIR4429	-0.001870251	0	0.003337129	1
MIR4430	-0.005292396	0	0.004637352	1
MIR4432HG	-0.062941142	0	0.055150873	1
MIR4435-2HG	-0.80381879	0.948456406	3.530936679	1
MIR4447	0	-0.000867013	0	1
MIR4450	-0.056365756	0	0.056473004	1
MIR4457	-0.005039408	0	0.004415677	1
MIR4458HG	-1.524546067	0.197454713	1.741520357	1
MIR4459	0	-0.004510024	0	1
MIR4463	-0.004182104	0	0.003664482	1
MIR4465	-0.005362063	0	0.004698396	1
MIR4470	-0.005082234	0	0.004453202	1
MIR4477A	0	-0.00550001	0	1
MIR4479	-0.000764314	0	0.001363782	1
MIR448	0	-0.006176505	0	1
MIR4481	-0.00243322	0	0.002132059	1
MIR4484	-0.004398511	0	0.007848358	1
MIR4496	-0.000768913	0	0.001371989	1
MIR4515	0	-0.003181861	0	1
MIR4522	-0.004963345	0	0.004349028	1
MIR4527HG	-0.01593019	0	0.017909831	1
MIR4528	-0.006195309	0	0.005428512	1
MIR4530	-0.000900216	0	0.001606274	1
MIR4531	-0.008054722	0	0.007057783	1
MIR454	0	-0.010754792	0	1
MIR4637	-0.020808	0	0.018232579	1
MIR4639	-0.00800455	0	0.007013821	1
MIR4642	-0.004000197	0	0.003505089	1
MIR4660	-0.008634211	0	0.007565548	1
MIR4663	-0.005437567	0	0.004764556	1
MIR4668	-0.031789289	0	0.0300592	1
MIR4675	-0.007641789	0	0.008404092	1
MIR4686	0	-0.002440636	0	1
MIR4688	-0.002416328	0	0.002117257	1
MIR4697HG	0.164715452	-0.245693873	0.410492356	1
MIR4698	0	-0.008457038	0	1
MIR4699	0	-0.002963806	0	1
MIR4701	-0.00369281	0	0.003235748	1
MIR4708	-0.008630797	0	0.009460538	1
MIR4719	-0.003399043	0	0.002978341	1
MIR4725	0	-0.001336839	0	1
MIR4729	-0.022038516	0	0.02283109	1
MIR4730	0	-0.003256552	0	1
MIR4757	0	-0.003858497	0	1
MIR4766	-0.022029989	0	0.020594574	1
MIR4767	-0.033470496	0	0.033853735	1
MIR4768	-0.010624417	0	0.011596122	1
MIR4772	-0.006744668	0	0.005909876	1
MIR4774	0	-0.043570076	0	1
MIR4782	-0.003535384	0	0.006308262	1
MIR4793	0	-0.000634862	0	1
MIR4796	0	-0.010792453	0	1
MIR4799	-0.001253142	0	0.002236008	1
MIR485	-0.001299999	0	0.002319617	1
MIR493	-0.010136974	0	0.009262578	1
MIR494	-0.007733023	0	0.006775901	1
MIR495	-0.016542066	0	0.022291799	1
MIR496	-0.001342787	0	0.002395964	1
MIR498	-0.028880327	0.11118163	0.132277387	1
MIR5000	-0.017233228	0	0.015100259	1
MIR5006	0	-0.00251027	0	1
MIR5011	0	-0.010351929	0	1
MIR503HG	-0.107152644	0.017186347	0.274421983	1
MIR504	-0.013537721	0	0.011862148	1
MIR5095	-0.005758268	0	0.005045563	1
MIR5096	0	-0.002248829	0	1
MIR513A2	-0.004477396	0	0.003923226	1
MIR513B	-0.003411189	0	0.002988984	1
MIR513C	-0.005165363	0	0.004526042	1
MIR514B	-0.007114907	0	0.00623429	1
MIR515-1	-0.004564617	0	0.003999651	1
MIR516A2	-0.008086293	0	0.00929563	1
MIR516B2	-0.051972223	0	0.051763244	1
MIR5188	-0.018269541	0	0.016008307	1
MIR518A1	-0.048784929	0	0.050946892	1
MIR518A2	-0.004702306	0	0.005905156	1
MIR518D	-0.010590779	0	0.01157508	1
MIR518E	-0.00120177	0	0.002144344	1
MIR518F	-0.032030054	0	0.033775092	1
MIR519A1	-0.00536879	0	0.005861604	1
MIR519C	-0.022898698	0	0.023255455	1
MIR519D	-0.127024443	0	0.131272214	1
MIR519E	-0.007276423	0	0.006375815	1
MIR520B	-0.009052865	0	0.007932385	1
MIR520C	-0.012236067	0	0.0107216	1
MIR520H	-0.141898997	0	0.130924035	1
MIR521-1	-0.005362958	0	0.00956924	1
MIR521-2	-0.008514554	0	0.009494015	1
MIR522	-0.109123314	0	0.10277023	1
MIR525	-0.005767905	0	0.005054008	1
MIR526A2	-0.03143914	0	0.027547896	1
MIR527	-0.028317551	0	0.029962469	1
MIR532	-0.005004964	0	0.004385496	1
MIR539	-0.001639502	0	0.002925398	1
MIR543	-0.002047109	0	0.0036527	1
MIR544A	-0.005551854	0	0.009906292	1
MIR544B	-0.043469727	0	0.038089449	1
MIR548AC	-0.001928176	0	0.001689525	1
MIR548AE1	-0.006288144	0	0.005509856	1
MIR548AJ1	-0.003117748	0	0.005563064	1
MIR548AK	-0.002477923	0	0.00442141	1
MIR548AM	0	-0.004093824	0	1
