Gene	logFC	logCPM	F	PValue	FDR	logCPM_primed	logCPM_naive
FUCA2	-0.310868661	6.52902051	0.478246916	0.498793896	0.721688297	6.684454841	6.373586179
EIF4A1P6	-0.576341922	1.158035445	0.478048632	0.498881663	0.721764554	1.446206406	0.869864484
AC008676.1	-2.388316813	-4.280391314	0.478640561	0.498897997	0.721764554	-3.086232908	-5.474549721
DDX6	-0.315697987	7.452713235	0.477947336	0.498926511	0.721764554	7.610562228	7.294864242
AC012181.3	1.877433583	-3.86244655	0.477918778	0.498939156	0.721764554	-4.801163342	-2.923729758
RPL4P3	-0.453536434	2.787124615	0.47783348	0.498976928	0.721785722	3.013892832	2.560356398
RPS3AP24	2.233072868	-4.423905522	0.47782981	0.499050319	0.721856831	-5.540441956	-3.307369087
ASPN	0.646609785	-0.0505849	0.477617999	0.499072369	0.721856831	-0.373889792	0.272719993
SELENOH	-0.383451467	6.477313036	0.479724235	0.49915446	0.721919804	6.66903877	6.285587303
AC254633.1	-1.731966611	-4.273882856	0.477370126	0.499182198	0.721919804	-3.40789955	-5.139866162
GPR78	1.971951383	-3.114905372	0.478919541	0.499185338	0.721919804	-4.100881064	-2.12892968
RNF2P1	-0.526925491	1.63391103	0.477204056	0.499255805	0.72198824	1.897373775	1.370448285
AC134407.2	-1.779545169	-4.332574031	0.476992604	0.499349554	0.722090336	-3.442801446	-5.222346615
AC125807.1	0.559800877	1.4859559	0.476915885	0.499383576	0.722106058	1.206055461	1.765856338
CDKN2AIPNLP1	-0.578767738	0.977264574	0.476842784	0.499415997	0.722110849	1.266648443	0.687880705
NDUFA6	-1.478894734	-3.753049564	0.476804025	0.499433188	0.722110849	-3.013602197	-4.492496931
CDIPT-AS1	-1.088929857	-2.052757095	0.4766334	0.499508882	0.722186816	-1.508292167	-2.597222024
SUCLA2	-0.33152555	8.353600797	0.476321201	0.499647433	0.722353651	8.519363572	8.187838022
AC005102.1	1.027878125	-2.278104979	0.47612434	0.499734832	0.722408629	-2.792044041	-1.764165916
RPL7AP10	1.708118428	-4.446035147	0.476108668	0.499741791	0.722408629	-5.300094361	-3.591975933
AC073136.2	0.504576891	1.963567573	0.476079061	0.499754939	0.722408629	1.711279128	2.215856019
ZNF285B	-1.114867935	-2.533315299	0.476004731	0.499787948	0.722422867	-1.975881331	-3.090749267
FP565171.1	-1.700801094	-4.367298662	0.475889188	0.499839267	0.722463568	-3.516898114	-5.217699209
UNKL	0.541072385	1.456583158	0.475729128	0.499910375	0.722532867	1.186046966	1.727119351
AC011933.1	0.62437248	0.253147832	0.475669601	0.499936824	0.72253431	-0.059038408	0.565334072
AC092296.1	2.309559116	-4.789559809	0.475606346	0.499964933	0.72253431	-5.944339367	-3.634780251
TNFRSF19	1.362064352	-1.039216153	0.479401388	0.499993763	0.72253431	-1.720248329	-0.358183978
IQCD	0.562576886	1.165281431	0.475503058	0.500010838	0.72253431	0.883992988	1.446569874
ZNF717	-0.414464678	3.475825986	0.475466267	0.500027191	0.72253431	3.683058325	3.268593647
CDCA8	0.313749811	6.205706397	0.47531777	0.500093204	0.722592334	6.048831491	6.362581302
AL450263.2	0.950892005	-1.895018934	0.475271726	0.500113676	0.722592334	-2.370464937	-1.419572932
AC098479.1	-1.757542048	-4.672542957	0.475189302	0.500150327	0.722611817	-3.793771934	-5.551313981
AC092132.1	-2.208446607	-4.606126628	0.475889154	0.500444675	0.72294878	-3.501903324	-5.710349931
HMGB1P26	-1.408986103	-3.565816399	0.474525232	0.500445783	0.72294878	-2.861323348	-4.270309451
MON1B	0.368656024	4.447637381	0.474442467	0.500482628	0.72294878	4.263309369	4.631965393
SRSF9P1	-1.17479247	-2.817326761	0.474429054	0.5004886	0.72294878	-2.229930526	-3.404722996
AC130365.1	-0.622684056	0.204069686	0.474404716	0.500499436	0.72294878	0.515411714	-0.107272342
AC108860.2	-0.700331972	0.343251994	0.474638797	0.500569239	0.723016127	0.69341798	-0.006913992
SYCE2	-0.702369995	-0.629428563	0.474191437	0.500594411	0.723019005	-0.278243565	-0.98061356
RBMXP1	-1.153647402	-2.693693428	0.474046381	0.500659024	0.723078846	-2.116869726	-3.270517129
ZNF641	0.50786415	2.333187523	0.47388324	0.500731709	0.723150341	2.079255448	2.587119598
IFITM9P	-0.665498156	-0.258649666	0.47382259	0.500758736	0.723155892	0.074099412	-0.591398744
STAG3L3	0.796267583	-1.174984468	0.473286372	0.500997798	0.723423152	-1.573118259	-0.776850677
ANKRD33B	0.685941337	-0.455793207	0.473245981	0.501015813	0.723423152	-0.798763875	-0.112822539
ZNF767P	-0.559850265	1.084816623	0.47324221	0.501017496	0.723423152	1.364741755	0.80489149
ARL17A	-2.043857317	-4.156741101	0.473350396	0.501038723	0.723423152	-3.134812443	-5.17866976
AC135050.7	-2.15448287	-2.614846544	0.475252756	0.501059763	0.723423152	-1.537605109	-3.692087979
ARID5A	0.532991549	3.141407478	0.474465938	0.501240159	0.723637204	2.874911704	3.407903252
CMC2	-0.3201338	6.311140774	0.472711272	0.501254418	0.723637204	6.471207674	6.151073874
TTC21B-AS1	-0.927171019	-1.889386774	0.472509668	0.501344432	0.723717769	-1.425801264	-2.352972283
AL033519.1	-1.946803511	-3.880346883	0.473826992	0.501360653	0.723717769	-2.906945128	-4.853748639
NR2E3	1.362425136	-2.505786698	0.472830954	0.501379828	0.723717769	-3.186999266	-1.82457413
AC092636.1	1.193877314	-2.239912801	0.472228322	0.501470098	0.723814575	-2.836851458	-1.642974144
RSRC1	0.335802939	5.198701787	0.472008337	0.501568396	0.723922958	5.030800318	5.366603257
GIMAP4	1.647311279	-1.953042355	0.473799922	0.501746658	0.724146741	-2.776697995	-1.129386716
PARD6G	-0.530018616	1.467359116	0.471442394	0.501821437	0.724184378	1.732368424	1.202349808
YWHABP2	-0.628498767	0.173461533	0.471410221	0.501835828	0.724184378	0.487710916	-0.140787851
RPL10A	0.322292921	9.026160631	0.471395388	0.501842464	0.724184378	8.865014171	9.187307092
AC243732.1	0.93500835	-1.948691963	0.471343669	0.501865601	0.724184378	-2.416196138	-1.481187787
RASSF1-AS1	-1.615326295	-3.9755944	0.471089927	0.501979144	0.724276517	-3.167931253	-4.783257548
OSTCP5	-0.810621236	-1.275309525	0.471041554	0.502000794	0.724276517	-0.869998907	-1.680620143
PDIA3P1	-0.318690582	8.992553704	0.47100257	0.502018244	0.724276517	9.151898995	8.833208413
LINC01376	-0.694126978	-0.569546408	0.47099344	0.502022331	0.724276517	-0.222482919	-0.916609897
SNORD19_ENSG00000212493	0.979545224	-2.205541193	0.470661338	0.502171028	0.724457538	-2.695313805	-1.715768581
EFNB1	0.562919044	1.735610715	0.470483082	0.502250874	0.724510063	1.454151193	2.017070237
RPL36AL	0.312524373	8.199762647	0.470476349	0.502253891	0.724510063	8.04350046	8.356024833
AMY2B	0.865636755	-1.606166254	0.469979019	0.502476779	0.7247131	-2.038984631	-1.173347876
AC019206.1	-1.801590742	-4.564546442	0.469969835	0.502480897	0.7247131	-3.663751071	-5.465341813
HNRNPA1P68	-1.203878369	-1.891700002	0.470938302	0.502503227	0.7247131	-1.289760818	-2.493639187
PTGR1	0.307955792	6.68523581	0.469875379	0.50252325	0.7247131	6.531257914	6.839213706
BRD1	0.418514433	3.302768399	0.469872032	0.50252475	0.7247131	3.093511183	3.512025616
NRAS	-0.308620838	6.545159468	0.469851313	0.502534041	0.7247131	6.699469887	6.390849048
AL031602.1	1.74140581	-4.716795434	0.469669892	0.502615409	0.724775386	-5.587498338	-3.846092529
CLCC1	-0.350352326	4.784654492	0.469635951	0.502630635	0.724775386	4.959830656	4.609478329
ZNF213	0.561152855	1.302650024	0.469599608	0.502646938	0.724775386	1.022073597	1.583226452
SDHAF3	-0.31062099	6.647408245	0.469453861	0.50271233	0.724836171	6.80271874	6.49209775
PARP6	0.443935165	2.880436218	0.469337961	0.502764341	0.724877656	2.658468636	3.1024038
UVRAG	0.38767643	3.820798421	0.469206391	0.502823396	0.724905035	3.626960206	4.014636636
AVPR1B	-2.505586949	-4.801629999	0.46927176	0.502859247	0.724905035	-3.548836524	-6.054423473
C15orf38-AP3S2	-2.505586949	-4.801629999	0.46927176	0.502859247	0.724905035	-3.548836524	-6.054423473
ALG1L12P	-1.169961136	-2.841288352	0.46906562	0.502886594	0.724905035	-2.256307783	-3.42626892
RHD	0.937534877	-1.947201523	0.469036817	0.502899527	0.724905035	-2.415968962	-1.478434084
LINC00378	2.361212356	-4.022442558	0.469910316	0.50295117	0.724945975	-5.203048736	-2.84183638
ING1	-0.401248196	3.617812097	0.468628015	0.503083145	0.72509517	3.818436195	3.417187999
TLR8-AS1	-0.890382827	-1.578495172	0.46854854	0.503118856	0.72509517	-1.133303759	-2.023686586
SNRPB2	0.307379201	7.261160308	0.468536169	0.503124415	0.72509517	7.107470708	7.414849909
DCUN1D5	-0.318204532	8.391582214	0.468251529	0.503252352	0.725222903	8.55068448	8.232479948
SRP68	0.307650938	6.624145932	0.468164699	0.503291392	0.725222903	6.470320463	6.777971401
SLC40A1	0.782498186	0.330111098	0.469654255	0.50330185	0.725222903	-0.061137995	0.721360191
TMEM241	0.459343122	2.61002891	0.46809211	0.503324032	0.725222903	2.380357349	2.839700471
NT5DC3	0.37648845	4.104611396	0.468080412	0.503329293	0.725222903	3.916367171	4.292855621
DDX12P	0.829377047	-0.620431898	0.468498307	0.503402289	0.725294578	-1.035120421	-0.205743375
AC090751.1	-1.649222244	-3.846883605	0.467710384	0.503495741	0.72537417	-3.022272483	-4.671494727
AC133644.1	-1.136940085	-2.392766509	0.46769194	0.50350404	0.72537417	-1.824296466	-2.961236551
RPL34	0.316708457	9.531148745	0.467508714	0.503586499	0.725459459	9.372794517	9.689502974
PSMD10P3	-0.992584602	-2.231425389	0.467367074	0.503650258	0.725491963	-1.735133089	-2.72771769
IFFO2	-0.733045801	-0.908142834	0.467355258	0.503655578	0.725491963	-0.541619934	-1.274665735
AC027575.2	-0.849816981	-1.461346784	0.467176184	0.503736211	0.725574604	-1.036438293	-1.886255275
OTUD6B	-0.329674717	5.224502035	0.467051933	0.503792172	0.725621703	5.389339393	5.059664676
KIAA1524	-0.32138695	6.348296086	0.466781489	0.503914014	0.725716037	6.508989561	6.187602611
BEST1	-0.974030952	-2.049855634	0.466758582	0.503924336	0.725716037	-1.562840158	-2.53687111
CXCL16	-1.260279786	-0.710918281	0.469516177	0.503927463	0.725716037	-0.080778387	-1.341058174
SLC9A7P1	-0.977162345	-2.098465872	0.466139521	0.504203446	0.726079964	-1.6098847	-2.587047045
KRT8P36	0.604004411	2.031512423	0.467570762	0.504238079	0.726096316	1.729510218	2.333514628
GPD2	0.312614257	6.578457153	0.465960326	0.504284289	0.726129337	6.422150024	6.734764281
CNKSR1	0.515095439	2.796444848	0.46701122	0.504318274	0.726144752	2.538897128	3.053992567
NDUFAF1	-0.331627871	5.400584191	0.465784292	0.504363729	0.726176681	5.566398126	5.234770255
AP001324.1	0.320452621	7.303834794	0.465427165	0.504524959	0.726375291	7.143608483	7.464061104
AL135905.1	0.609419275	0.824386234	0.465219849	0.504618597	0.726476572	0.519676596	1.129095871
RNU6-94P	-0.82680558	-1.272324312	0.46510736	0.504669417	0.726516205	-0.858921522	-1.685727102
DSCC1	0.312904059	6.111007447	0.465011767	0.504712612	0.726544856	5.954555418	6.267459477
AP003467.2	0.849171023	-1.611843247	0.464686213	0.504859765	0.726695079	-2.036428759	-1.187257736
HNRNPA1P76	-2.944737227	-3.276731908	0.467149751	0.504863561	0.726695079	-1.804363295	-4.749100522
ZFAND5	0.310268973	8.14222522	0.464618217	0.504890509	0.726700335	7.987090733	8.297359707
AP002490.2	-1.908460409	-2.843400663	0.466095092	0.50495284	0.726756514	-1.889170458	-3.797630868
PEF1	0.324254272	6.286564587	0.464269876	0.505048064	0.726860028	6.124437451	6.448691723
AL132639.3	0.887601123	-1.840519454	0.463838332	0.505243372	0.727107566	-2.284320015	-1.396718893
SAT1	-0.306570822	7.477430486	0.463742658	0.505286691	0.72713636	7.630715897	7.324145075
RPL35	0.348722225	8.585358175	0.464960174	0.50532076	0.727151842	8.410997063	8.759719288
AGO2	-0.323545005	5.531566549	0.46340593	0.505439204	0.727267397	5.693339052	5.369794047
RFPL3S	0.981837162	-2.033302319	0.463384702	0.505448821	0.727267397	-2.524220899	-1.542383738
RN7SL748P	-2.896393247	-4.3644577	0.464451987	0.505478694	0.727267397	-2.916261076	-5.812654323
AC008677.1	1.225683879	-3.036353304	0.463216103	0.505525217	0.727267397	-3.649195244	-2.423511364
CAPZB	-0.312077142	7.676839188	0.463146123	0.505556933	0.727267397	7.832877758	7.520800617
STT3A-AS1	-0.889359364	-1.817770779	0.463133819	0.50556251	0.727267397	-1.373091097	-2.262450461
AC026412.2	0.502469627	2.071200174	0.463129938	0.505564269	0.727267397	1.819965361	2.322434987
RNU1-73P	2.326551795	-4.432398484	0.46342959	0.505624673	0.727310246	-5.595674382	-3.269122587
FDX2	1.114948978	-2.162617867	0.462961356	0.505640689	0.727310246	-2.720092356	-1.605143378
RPP30	-0.313086946	6.103621339	0.462853339	0.505689665	0.72731956	6.260164812	5.947077866
AC124312.5	-0.583511132	0.886089839	0.462844226	0.505693797	0.72731956	1.177845405	0.594334273
AL355674.1	-1.221618697	-2.285657632	0.462566174	0.505834387	0.727488222	-1.674848284	-2.896466981
RN7SKP30	-2.333120391	-3.73307919	0.463574142	0.505924101	0.727502134	-2.566518995	-4.899639385
RPL7P6	-0.420366079	3.666176525	0.462296598	0.50594223	0.727502134	3.876359564	3.455993486
ZNF32	-0.350490551	4.618801783	0.462284724	0.505947619	0.727502134	4.794047059	4.443556508
NPM1P33	-0.573649389	1.010296454	0.4622785	0.505950444	0.727502134	1.297121148	0.72347176
EPRS	-0.312551838	8.496975061	0.462255961	0.505960674	0.727502134	8.65325098	8.340699142
LUC7L	0.327666215	5.455948691	0.462086694	0.506037511	0.727579077	5.292115584	5.619781799
MAP3K14	0.650359295	0.114329768	0.461800687	0.506167389	0.727703178	-0.21084988	0.439509415
AC090151.1	1.683482657	-3.927299802	0.461793876	0.506170483	0.727703178	-4.76904113	-3.085558474
TATDN3	-0.341524942	4.97518691	0.461660533	0.506231055	0.727733447	5.145949381	4.804424439
AL356653.1	-0.328585778	5.353079258	0.461619932	0.506249502	0.727733447	5.517372147	5.188786369
AL445669.2	-1.381951205	-3.18061102	0.461479215	0.506313443	0.727733447	-2.489635418	-3.871586622
AL353622.2	-1.586964698	-2.643891825	0.462231661	0.506322592	0.727733447	-1.850409476	-3.437374174
AC096631.2	0.768649368	-1.195160438	0.461454907	0.50632449	0.727733447	-1.579485122	-0.810835754
TIMM9P3	0.637745514	-0.081413386	0.461439444	0.506331517	0.727733447	-0.400286143	0.237459371
UQCRQ	0.306544077	7.866048505	0.461317413	0.506386982	0.727779632	7.712776466	8.019320544
STARD13	0.51692068	1.87243309	0.460843108	0.506602665	0.72803552	1.61397275	2.130893431
LRRTM3	1.008759673	-1.383615601	0.461630446	0.506611708	0.72803552	-1.887995437	-0.879235764
YARS	0.314088253	8.023022295	0.460485493	0.506765393	0.728186582	7.865978168	8.180066421
GOLGA6L4	-1.687193549	-4.504402257	0.46038876	0.506809427	0.728186582	-3.660805482	-5.347999031
PKNOX1	0.347466072	4.762716365	0.460318921	0.506841222	0.728186582	4.588983329	4.936449401
ANKRD24	1.271242551	-2.197070677	0.4608989	0.506849549	0.728186582	-2.832691952	-1.561449401
HIST1H2BO	-0.875398029	-0.918485572	0.460671367	0.506856587	0.728186582	-0.480786557	-1.356184586
PPIAL4C	-0.460403355	2.610956321	0.460273354	0.506861969	0.728186582	2.841157998	2.380754643
FBLL1	0.889247659	-1.370124742	0.460233231	0.506880238	0.728186582	-1.814748571	-0.925500913
LINC00652	-1.170988456	-1.687020662	0.461328101	0.506934958	0.728231655	-1.101526434	-2.27251489
DYNC2H1	-0.346290498	4.878008652	0.459931275	0.507017768	0.728317072	5.051153901	4.704863402
ARID1B	-0.333037643	5.060587004	0.459810099	0.507072978	0.728362838	5.227105826	4.894068183
AL139423.1	-1.788942662	-2.847382538	0.460621765	0.507200109	0.728505069	-1.952911207	-3.74185387
AC005104.1	1.00808997	-2.309038985	0.459475021	0.5072257	0.728505069	-2.81308397	-1.804994001
DSCR3	-0.320647861	5.511997344	0.459439137	0.507242061	0.728505069	5.672321275	5.351673413
Z68871.1	0.567642027	0.9354043	0.459263814	0.507322007	0.728586343	0.651583286	1.219225313
YTHDC1	0.77668524	-0.713566807	0.459178548	0.507360896	0.728608648	-1.101909427	-0.325224187
IFIT3	-0.664162718	-0.368778081	0.459115887	0.507389479	0.72861615	-0.036696722	-0.70085944
GYS2	1.566651465	-3.53412481	0.459041876	0.507423242	0.728631091	-4.317450542	-2.750799078
GAS5-AS1	-0.914186365	-1.974189732	0.458972495	0.507454897	0.728643003	-1.51709655	-2.431282915
MISP3	-1.478176243	-3.62444295	0.458782636	0.507541538	0.728709265	-2.885354828	-4.363531071
RTF1	-0.322547145	5.642714915	0.458735569	0.507563021	0.728709265	5.803988488	5.481441343
RNA5SP20	2.391550265	-3.962290269	0.459821263	0.507571128	0.728709265	-5.158065401	-2.766515136
IQCA1	0.413041693	3.393333903	0.458443349	0.507696435	0.728853081	3.186813056	3.599854749
AP004289.2	-1.123487793	-2.675188509	0.458342978	0.507742274	0.728853081	-2.113444612	-3.236932405
AC073544.1	1.71988933	-4.54103451	0.458327891	0.507749165	0.728853081	-5.400979175	-3.681089845
SCFD2	0.396428596	3.591065449	0.458292343	0.507765402	0.728853081	3.392851152	3.789279747
NUDT3	0.694743616	-0.013103474	0.458242587	0.50778813	0.728853081	-0.360475282	0.334268334
AL138756.1	-1.630267271	-1.794120518	0.460944839	0.507836483	0.728888943	-0.978986883	-2.609254154
RNU7-19P	1.72796725	-4.730545495	0.458026045	0.507887066	0.728913321	-5.594529119	-3.86656187
FAM8A3P	1.426520657	-3.661005398	0.457997297	0.507900203	0.728913321	-4.374265727	-2.94774507
AC024451.3	-0.742152862	-1.030254418	0.457885384	0.50795135	0.728953187	-0.659177986	-1.401330849
AC005534.1	-1.956921391	-3.980813517	0.458003372	0.507992593	0.728978835	-3.002352822	-4.959274212
AL590383.1	1.558460796	-4.030334318	0.45757601	0.508092792	0.729026204	-4.809564716	-3.25110392
AL355377.2	-1.60231165	-4.287384391	0.457556532	0.508101699	0.729026204	-3.486228566	-5.088540216
PIGQ	0.579809199	2.404328323	0.45902949	0.508131814	0.729026204	2.114423723	2.694232922
HNRNPA1P59	-1.077252837	-2.582648487	0.457443034	0.508153608	0.729026204	-2.044022068	-3.121274905
AL162274.1	-1.499874938	-3.815040801	0.45744122	0.508154437	0.729026204	-3.065103331	-4.56497827
COLQ	-1.617055924	-2.171230866	0.458912642	0.508185652	0.729026204	-1.362702904	-2.979758828
LMTK2	0.416978853	3.429908754	0.457365219	0.508189202	0.729026204	3.221419327	3.63839818
CRCP	0.421339094	3.553979086	0.457204239	0.508262853	0.729089867	3.343309539	3.764648633
AC090907.1	1.20378049	-2.310862203	0.45712715	0.508298129	0.729089867	-2.912752448	-1.708971958
KRT18P8	-0.637148491	0.085703865	0.457114975	0.508303701	0.729089867	0.40427811	-0.232870381
MRPS21P1	-0.641690812	0.190536814	0.456939179	0.508384163	0.729169562	0.51138222	-0.130308592
EIF5A2P1	1.350000066	-3.489530799	0.456891447	0.508406014	0.729169562	-4.164530832	-2.814530766
PTGES3P1	-0.310122748	7.538912014	0.456765485	0.508463685	0.729184646	7.693973388	7.38385064
AC010359.1	2.109137579	-4.459417139	0.458038807	0.508473421	0.729184646	-5.513985928	-3.40484835
HMGN2P13	-1.500982023	-3.90945134	0.45671531	0.508486661	0.729184646	-3.158960329	-4.659942352
SLC32A1	-1.397992677	-3.572744791	0.456609654	0.508535049	0.729220511	-2.873748452	-4.271741129
BCCIP	-0.314164294	8.126803189	0.456499344	0.508585577	0.729250709	8.283885336	7.969721042
AC006978.1	0.583701091	0.762719556	0.45642463	0.508619804	0.729250709	0.470869011	1.054570101
RPL24P2	0.414718815	3.344955896	0.456394026	0.508633826	0.729250709	3.137596489	3.552315303
TMEM191A	0.560823281	1.713224671	0.456499599	0.508649623	0.729250709	1.43281303	1.993636312
PEX10	-0.433390088	3.743766892	0.456926353	0.508777723	0.729378588	3.960461936	3.527071848
NDUFA3P2	-2.467941526	-4.849465875	0.456043947	0.508858393	0.729378588	-3.615495112	-6.083436638
AC023983.2	-2.467941526	-4.849465875	0.456043947	0.508858393	0.729378588	-3.615495112	-6.083436638
WDFY3	-0.360128609	4.34505249	0.455864944	0.508876339	0.729378588	4.525116794	4.164988185
AC015743.1	-1.23317632	-3.110367378	0.455830916	0.508891943	0.729378588	-2.493779218	-3.726955538
TMEM198	-0.722589775	-0.694867307	0.455825576	0.508894392	0.729378588	-0.33357242	-1.056162195
TMEM205	-0.362331307	5.548049823	0.457142251	0.508902497	0.729378588	5.729215476	5.366884169
DEPDC1-AS1	0.633256086	0.364975427	0.455505733	0.509041107	0.729543728	0.048347384	0.68160347
HNRNPM	0.309601181	8.160882586	0.455391935	0.509093325	0.729585044	8.006081995	8.315683176
AL359232.1	-0.887139289	-1.712712485	0.455261212	0.509153321	0.72958755	-1.269142841	-2.156282129
FAM200A	-0.373325936	4.257753468	0.45525705	0.509155232	0.72958755	4.444416436	4.0710905
SNRPCP20	1.631422655	-4.101383031	0.455235243	0.509165242	0.72958755	-4.917094358	-3.285671703
AP001970.1	1.773348103	-4.688513224	0.455174352	0.509193193	0.729590271	-5.575187275	-3.801839172
AC092139.4	1.270208453	-2.909776934	0.455084796	0.509234309	0.729590271	-3.544881161	-2.274672708
USMG5P1	0.398156231	3.678635269	0.455078262	0.509237309	0.729590271	3.479557153	3.877713385
PCK1	-2.870310805	-4.399503375	0.456023897	0.509304292	0.729652725	-2.964347973	-5.834658778
RN7SL660P	-1.914402139	-3.90531096	0.456072173	0.509372045	0.729687204	-2.94810989	-4.862512029
RASSF6	1.417099763	-2.274913517	0.455937047	0.509375144	0.729687204	-2.983463398	-1.566363635
CRTC3	0.477023767	2.223050446	0.454636207	0.509440348	0.729747096	1.984538562	2.461562329
AC095059.2	-0.83424177	-1.238569051	0.454389944	0.509553522	0.729820684	-0.821448166	-1.655689936
RPL7P19	-0.531926272	1.665336741	0.454388446	0.50955421	0.729820684	1.931299877	1.399373605
JMJD7	-1.355937782	-3.516792082	0.454233745	0.509625328	0.729820684	-2.838823191	-4.194760973
ATAD2B	-0.351523357	4.702211449	0.454189661	0.509645597	0.729820684	4.877973127	4.52644977
SNX31	2.875672788	-4.272584896	0.455364675	0.509661172	0.729820684	-5.71042129	-2.834748502
NNMT	2.875672788	-4.272584896	0.455364675	0.509661172	0.729820684	-5.71042129	-2.834748502
AC091516.1	2.875672788	-4.272584896	0.455364675	0.509661172	0.729820684	-5.71042129	-2.834748502
AL451136.1	-0.75781032	-0.922210617	0.454117247	0.509678895	0.729820684	-0.543305457	-1.301115777
AC016930.1	-0.976974067	-2.243161682	0.4540397	0.509714558	0.729838247	-1.754674648	-2.731648715
METTL15P1	-0.525283666	1.636641576	0.453955349	0.509753355	0.729860295	1.899283409	1.373999743
LINC01952	-0.857777292	-1.682454779	0.453901072	0.509778322	0.729862542	-1.253566133	-2.111343425
STXBP2	0.456304277	3.509544137	0.454841605	0.509846073	0.729926039	3.281391998	3.737696276
AP001318.3	-0.800465838	-1.356036196	0.453563276	0.509933757	0.729969673	-0.955803276	-1.756269115
AL360169.2	1.637265171	-3.886935514	0.453534776	0.509946875	0.729969673	-4.7055681	-3.068302928
DCAF1	0.33177462	5.05125536	0.453487066	0.509968836	0.729969673	4.88536805	5.21714267
PSMD4	0.313483852	7.807467603	0.453484196	0.509970157	0.729969673	7.650725677	7.964209529
AC093677.1	-0.575146731	0.853959032	0.453249215	0.510078346	0.730090896	1.141532397	0.566385666
AFP	-0.966542891	0.283184348	0.455838797	0.510110405	0.730090896	0.766455794	-0.200087097
AC098934.2	-0.518121664	1.824455766	0.453145053	0.510126317	0.730090896	2.083516598	1.565394933
AL096678.1	-2.457959558	-3.963048955	0.454246735	0.510154588	0.730090896	-2.734069176	-5.192028734
POLR3A	0.353269352	4.55374868	0.453046149	0.510171874	0.730090896	4.377114004	4.730383356
BTF3P5	0.47252681	2.363326823	0.452686079	0.51033779	0.730294829	2.127063418	2.599590229
DAAM2	-0.946690598	-1.319813727	0.45282572	0.510438138	0.730404919	-0.846468428	-1.793159025
MYL3	1.498835324	-1.520583235	0.454872244	0.510552497	0.730501417	-2.270000897	-0.771165573
NKIRAS1	0.37382251	4.551603243	0.452301725	0.510565675	0.730501417	4.364691988	4.738514498
RPL37	0.3136815	9.218012947	0.452151032	0.510584513	0.730501417	9.061172196	9.374853697
TIFA	-0.604110199	0.922868108	0.452080401	0.510617098	0.730501417	1.224923208	0.620813009
AC138470.1	0.611720819	0.357717744	0.452068328	0.510622669	0.730501417	0.051857334	0.663578153
MID2	-1.056783395	-0.732909029	0.453701883	0.510782852	0.730697066	-0.204517331	-1.261300726
VKORC1L1	-0.371311398	4.39583053	0.451548603	0.510862563	0.730777581	4.581486229	4.210174831
KCTD9	0.356944362	4.41428926	0.451420111	0.510921904	0.730823758	4.235817079	4.592761442
ATP6V0CP3	1.726447095	-4.597725685	0.451377247	0.510941702	0.730823758	-5.460949233	-3.734502138
ABHD17C	-0.453860191	2.811150954	0.451090795	0.511074046	0.730979537	3.038081049	2.584220858
FAM90A28P	-1.334195622	-2.954120981	0.450994085	0.511118741	0.731009944	-2.28702317	-3.621218792
AC022868.1	-0.586875202	0.457965985	0.450836025	0.511191804	0.731047003	0.751403585	0.164528384
HNRNPA1P6	-0.729433945	-0.86327753	0.450831159	0.511194054	0.731047003	-0.498560557	-1.227994502
AC107990.1	1.532253012	-4.119708012	0.450699343	0.511255001	0.731047003	-4.885834518	-3.353581505
AC007823.1	0.954315861	-1.783258245	0.45067217	0.511267566	0.731047003	-2.260416175	-1.306100314
CKMT1B	0.432711232	2.947015205	0.450662131	0.511272208	0.731047003	2.730659589	3.163370822
ENSAP2	-0.481544711	2.107439661	0.450633887	0.51128527	0.731047003	2.348212016	1.866667305
FP475955.3	0.920228614	-1.957823141	0.450539807	0.511328782	0.731075706	-2.417937448	-1.497708835
ANKRD65	1.019734519	-2.33667025	0.450425569	0.511381625	0.731117748	-2.84653751	-1.826802991
Y_RNA_ENSG00000199938	-1.655485596	-4.532138363	0.450355218	0.511414173	0.731130771	-3.704395565	-5.359881161
RAB4B	-0.634377415	0.069789229	0.450146243	0.511510876	0.731235506	0.386977936	-0.247399479
DNA2	0.317600446	6.314893401	0.450076887	0.511542978	0.731247885	6.156093178	6.473693624
LINC01733	-1.788441487	-4.497551602	0.449799381	0.511671459	0.731390818	-3.603330858	-5.391772345
GTF2IP12	0.553232605	1.010580019	0.449759645	0.51168986	0.731390818	0.733963716	1.287196321
CCDC162P	0.695185185	-0.683398961	0.449679038	0.511727194	0.731410665	-1.030991554	-0.335806368
WDR89	0.329632233	5.146411411	0.449247301	0.511927236	0.731663059	4.981595295	5.311227528
NHLRC2	-0.322512912	5.284529415	0.449004276	0.512039902	0.731758294	5.445785871	5.123272959
Z93019.1	-1.159802447	-2.888627142	0.449002366	0.512040788	0.731758294	-2.308725918	-3.468528365
GOT1	0.301287389	6.53671865	0.44890058	0.512087989	0.731792222	6.386074956	6.687362344
POLR3F	0.328618778	5.068219804	0.448710591	0.512176113	0.731823615	4.903910415	5.232529193
AL451070.1	-1.140750487	-2.786756273	0.448652765	0.51220294	0.731823615	-2.21638103	-3.357131517
KCTD21-AS1	-0.587927038	1.025021944	0.448635146	0.512211115	0.731823615	1.318985463	0.731058425
