gene	seqnames	start	end	gata2	gata3	tfap2a	tfap2c	logFC	adj.P.Val
SYT6	chr1	114691562	114700062	0	0	0	0	-1.616477404	3.71E-10
SYT6	chr1	114692972	114701472	0	0	0	0	-1.616477404	3.71E-10
SYT7	chr11	61344844	61353344	0	0	1	1	2.575283354	9.53E-16
SYT9	chr11	7268180	7276680	0	0	0	0	0.749280369	0.001717843
SYTL1	chr1	27663482	27671982	0	0	1	0	0.554286265	0.000603677
SYTL2	chr11	85426696	85435196	0	0	0	0	-0.599783668	0.007418862
SYTL2	chr11	85422291	85430791	0	0	0	0	-0.599783668	0.007418862
SYTL2	chr11	85465544	85474044	0	0	0	0	-0.599783668	0.007418862
SYTL2	chr11	85426883	85435383	0	0	0	0	-0.599783668	0.007418862
SYTL2	chr11	85434011	85442511	0	0	0	0	-0.599783668	0.007418862
SYTL2	chr11	85518678	85527178	0	0	0	0	-0.599783668	0.007418862
SYTL3	chr6	159066045	159074545	0	0	0	0	1.380009623	0.01197058
SYTL5	chrX	37860834	37869334	0	1	0	0	5.27521938	7.48E-09
SYTL5	chrX	37887786	37896286	0	0	0	0	5.27521938	7.48E-09
SYVN1	chr11	64898503	64907003	0	0	0	0	0.448036866	0.000507681
SZRD1	chr1	16688524	16697024	0	0	0	0	-0.218274705	0.002399688
SZT2	chr1	43850555	43859055	0	0	0	0	1.249849608	1.07E-13
T	chr6	166578657	166587157	0	0	0	0	-2.66222143	0.005751534
TAB1	chr22	39790758	39799258	0	0	0	1	0.639163698	2.18E-07
TAB2	chr6	149634435	149642935	0	0	0	0	0.59029944	8.61E-07
TAB3	chrX	30904011	30912511	0	0	0	0	0.967904713	1.76E-09
TAC1	chr7	97356270	97364770	0	0	0	0	-4.730347059	1.14E-06
TAC3	chr12	57406844	57415344	0	0	0	0	0.71449752	1.37E-06
TACC1	chr8	38580703	38589203	0	1	0	0	4.399362661	3.76E-21
TACC1	chr8	38639721	38648221	1	1	1	1	4.399362661	3.76E-21
TACC2	chr10	123743688	123752188	0	1	1	1	-1.214120562	3.16E-09
TACC2	chr10	123918104	123926604	0	0	1	0	-1.214120562	3.16E-09
TACC3	chr4	1718216	1726716	0	0	0	0	-1.152709824	1.04E-08
TACO1	chr17	61673230	61681730	0	0	1	1	-0.633950355	5.43E-06
TACR1	chr2	75423145	75431645	0	0	0	0	1.279440753	0.012185574
TACR3	chr4	104637473	104645973	0	0	0	0	-2.12318257	1.07E-09
TACSTD2	chr1	59039666	59048166	0	0	0	0	3.96840139	2.12E-09
TADA1	chr1	166842154	166850654	0	0	0	1	-1.042211951	1.24E-10
TADA2A	chr17	35762311	35770811	0	0	0	0	-0.221707922	0.019938947
TADA2A	chr17	35761976	35770476	0	0	0	0	-0.221707922	0.019938947
TADA3	chr3	9831195	9839695	0	0	1	1	0.662757385	1.70E-09
TAF1	chrX	70706845	70715345	0	0	0	0	-0.46604914	6.53E-06
TAF1	chrX	70581088	70589588	0	0	0	0	-0.46604914	6.53E-06
TAF10	chr11	6629975	6638475	0	0	0	0	0.410462013	7.62E-06
TAF13	chr1	109615124	109623624	0	0	0	0	-0.224328018	0.042873781
TAF15	chr17	34131458	34139958	0	0	0	0	-0.435189644	0.020087654
TAF1A	chr1	222759775	222768275	0	0	0	0	-1.35695566	1.01E-07
TAF1B	chr2	9978570	9987070	0	0	0	0	0.195482706	0.008767835
TAF1C	chr16	84217176	84225676	0	0	0	0	0.395515185	8.24E-05
TAF1L	chr9	32632167	32640667	0	0	0	0	-0.476363076	2.46E-05
TAF2	chr8	120841574	120850074	0	0	0	0	-0.41728793	1.68E-05
TAF4B	chr18	23801408	23809908	0	0	0	0	-1.755231652	4.19E-16
TAF5	chr10	105122723	105131223	0	0	0	0	-0.495628922	0.000133121
TAF5L	chr1	229758294	229766794	0	0	0	0	-0.203857717	0.003467389
TAF6	chr7	99713521	99722021	0	0	0	0	-0.581425652	1.46E-06
TAF6	chr7	99713981	99722481	0	0	0	0	-0.581425652	1.46E-06
TAF6	chr7	99713495	99721995	0	0	0	0	-0.581425652	1.46E-06
TAF6L	chr11	62533774	62542274	0	0	0	0	-0.421653483	8.32E-05
TAF9B	chrX	77391679	77400179	0	0	0	0	-0.596172529	2.76E-05
TAGLN	chr11	117065039	117073539	0	0	0	0	2.163811163	5.69E-08
TAGLN2	chr1	159891832	159900332	0	0	0	1	1.979478164	4.77E-13
TAGLN2	chr1	159890841	159899341	0	1	0	1	1.979478164	4.77E-13
TAGLN2	chr1	159890007	159898507	0	1	0	1	1.979478164	4.77E-13
TAGLN3	chr3	111713006	111721506	0	0	1	1	-1.04929044	0.000465894
TAGLN3	chr3	111712585	111721085	0	0	1	1	-1.04929044	0.000465894
TALDO1	chr11	742431	750931	0	0	0	1	-0.675765835	2.30E-11
TANC1	chr2	159820145	159828645	0	0	0	0	4.018913804	1.67E-17
TANC2	chr17	61081897	61090397	0	0	0	0	4.189233862	1.06E-20
TANGO2	chr22	20019282	20027782	0	0	0	0	0.516314741	7.25E-05
TANGO2	chr22	20003591	20012091	0	0	0	0	0.516314741	7.25E-05
TANGO2	chr22	19999522	20008022	0	0	0	0	0.516314741	7.25E-05
TANGO6	chr16	68872508	68881008	0	0	0	0	-1.804465024	1.06E-15
TANK	chr2	161988465	161996965	0	0	0	1	0.743344221	2.93E-09
TANK	chr2	162011938	162020438	0	0	0	0	0.743344221	2.93E-09
TAOK3	chr12	118807250	118815750	0	0	0	0	1.00803366	1.80E-09
TAP1	chr6	32818248	32826748	0	0	1	1	-0.850896011	8.37E-08
TAP2	chr6	32803047	32811547	0	0	0	0	-2.128146526	2.22E-13
TARBP1	chr1	234611349	234619849	0	0	0	0	-0.507062418	2.87E-06
TARBP2	chr12	53890376	53898876	0	0	1	1	-0.692907053	4.79E-10
TARBP2	chr12	53889704	53898204	0	0	1	1	-0.692907053	4.79E-10
TARDBP	chr1	11067678	11076178	0	0	0	0	-0.430915524	1.98E-05
TARS	chr5	33435801	33444301	0	0	0	0	-1.570825868	7.43E-18
TARS	chr5	33435881	33444381	0	0	0	0	-1.570825868	7.43E-18
TARS2	chr1	150454839	150463339	0	0	0	0	-0.856054914	3.52E-10
TARSL2	chr15	102261145	102269645	0	0	0	0	-0.383539691	0.000585498
TAS2R13	chr12	11058661	11067161	0	0	0	0	3.787568318	0.001268683
TAS2R30	chr12	11283343	11291843	0	0	0	0	1.523442903	0.013952456
TAS2R5	chr7	141485016	141493516	0	0	0	0	1.139667356	0.027779493
TASP1	chr20	13616083	13624583	0	1	0	0	-0.51382364	0.000252105
TATDN1	chr8	125547829	125556329	0	0	0	1	-0.649747217	1.96E-07
TATDN2	chr3	10285176	10293676	0	0	0	0	-0.489038862	9.29E-06
TATDN3	chr1	212960169	212968669	0	0	0	0	-0.386842225	0.0010642
TAX1BP1	chr7	27773991	27782491	0	0	0	0	0.494448981	6.56E-08
TAX1BP1	chr7	27774713	27783213	0	0	0	0	0.494448981	6.56E-08
TAX1BP3	chr17	3568473	3576973	0	1	1	0	1.395638792	4.02E-14
TAZ	chrX	153634876	153643376	0	0	0	0	-0.509728421	7.09E-05
TBC1D1	chr4	38106801	38115301	0	0	0	0	2.835395116	7.48E-20
TBC1D1	chr4	38116574	38125074	0	0	1	0	2.835395116	7.48E-20
TBC1D1	chr4	38108522	38117022	0	0	0	0	2.835395116	7.48E-20
TBC1D1	chr4	37887704	37896204	0	0	0	0	2.835395116	7.48E-20
TBC1D10A	chr22	30719455	30727955	0	0	1	0	2.47125585	6.36E-14
TBC1D10B	chr16	30378022	30386522	0	0	0	0	0.945487152	3.01E-09
TBC1D12	chr10	96157185	96165685	0	0	0	0	1.596090386	1.24E-11
TBC1D13	chr9	131544485	131552985	0	0	0	0	0.15713423	0.028210197
TBC1D15	chr12	72228486	72236986	0	0	0	0	-0.713719859	8.57E-09
TBC1D16	chr17	77921156	77929656	0	0	0	0	-1.737213043	1.88E-15
TBC1D16	chr17	78006157	78014657	0	0	1	0	-1.737213043	1.88E-15
TBC1D17	chr19	50375681	50384181	0	0	1	1	0.458103083	0.000229538
TBC1D2	chr9	101014503	101023003	0	0	0	0	1.505624878	3.18E-10
TBC1D2	chr9	100972333	100980833	0	0	0	0	1.505624878	3.18E-10
TBC1D20	chr20	439687	448187	0	0	0	0	1.024077627	1.14E-12
TBC1D22A	chr22	47153513	47162013	0	1	0	0	0.6241155	1.30E-07
TBC1D22A	chr22	47154638	47163138	0	1	0	0	0.6241155	1.30E-07
TBC1D22A	chr22	47164823	47173323	0	1	1	1	0.6241155	1.30E-07
TBC1D22B	chr6	37220547	37229047	0	0	0	0	-0.694348028	2.20E-07
TBC1D25	chrX	48393074	48401574	0	0	0	0	0.657420571	1.50E-06
TBC1D29	chr17	28881583	28890083	0	0	0	0	3.703178159	2.87E-06
TBC1D2B	chr15	78366494	78374994	0	0	1	0	0.239164727	0.008197502
TBC1D3	chr17	36345166	36353666	0	0	0	0	1.198459411	2.22E-09
TBC1D3	chr17	36278959	36287459	0	0	0	0	1.198459411	2.22E-09
TBC1D30	chr12	65213351	65221851	0	0	0	0	-1.071297743	0.000297934
TBC1D31	chr8	124079919	124088419	0	0	0	0	-1.839939586	9.74E-17
TBC1D32	chr6	121652146	121660646	0	0	0	0	-0.801899378	8.05E-08
TBC1D3H	chr17	34588496	34596996	0	0	0	0	1.153733	5.06E-09
TBC1D3H	chr17	34753507	34762007	0	0	0	0	1.153733	5.06E-09
TBC1D3P2	chr17	60349516	60358016	0	0	0	0	1.273468042	0.000255641
TBC1D4	chr13	76052750	76061250	0	0	0	0	-2.610472261	7.17E-16
TBC1D5	chr3	17738012	17746512	0	0	0	0	0.695138002	4.22E-09
TBC1D5	chr3	17778899	17787399	0	1	0	0	0.695138002	4.22E-09
TBC1D5	chr3	17780740	17789240	0	1	0	0	0.695138002	4.22E-09
TBC1D7	chr6	13325287	13333787	0	0	0	0	-0.510797802	3.86E-06
TBC1D8	chr2	101764346	101772846	0	0	0	0	-1.04960726	1.28E-09
TBC1D8B	chrX	106040918	106049418	0	0	0	0	-0.961331383	8.29E-06
TBC1D9	chr4	141673971	141682471	0	1	1	1	3.66625238	2.07E-18
TBC1D9B	chr5	179331356	179339856	0	0	0	0	1.221043329	7.34E-13
TBCA	chr5	77068685	77077185	0	0	1	0	1.53601526	1.54E-11
TBCB	chr19	36600887	36609387	0	0	0	0	-0.582310472	7.01E-07
TBCC	chr6	42710384	42718884	0	0	1	0	-0.233597762	0.033206458
TBCCD1	chr3	186281643	186290143	0	0	0	0	-1.196572529	7.93E-12
TBCCD1	chr3	186284832	186293332	0	0	0	0	-1.196572529	7.93E-12
TBCD	chr17	80704939	80713439	0	0	0	0	-1.348016035	1.65E-13
TBCE	chr1	235525727	235534227	0	0	1	1	-1.152125263	9.19E-14
TBCEL	chr11	120889812	120898312	0	0	0	0	0.682873971	2.27E-07
TBCEL	chr11	120889802	120898302	0	0	0	0	0.682873971	2.27E-07
TBCK	chr4	107234361	107242861	0	1	0	0	1.62785843	1.99E-13
TBCK	chr4	107233923	107242423	0	1	0	0	1.62785843	1.99E-13
TBK1	chr12	64840839	64849339	0	0	0	0	-0.532724417	2.76E-06
TBKBP1	chr17	45767629	45776129	0	0	0	0	-0.88618638	9.97E-09
TBL1X	chrX	9426334	9434834	0	0	1	1	1.914598436	9.71E-17
TBL1X	chrX	9428200	9436700	0	0	1	1	1.914598436	9.71E-17
TBL1XR1	chr3	176911548	176920048	0	1	1	1	-0.493567371	2.82E-06
TBL1Y	chrY	6773726	6782226	0	0	0	0	2.807528428	0.000454128
TBL2	chr7	72989513	72998013	0	0	0	0	0.315508948	0.000511079
TBL3	chr16	2017063	2025563	0	0	0	0	-0.506122597	0.000208381
TBP	chr6	170858420	170866920	0	0	0	0	-0.364889615	0.000228151
TBPL1	chr6	134269300	134277800	0	0	0	0	-0.861761283	7.93E-10
TBPL1	chr6	134268307	134276807	0	0	0	0	-0.861761283	7.93E-10
TBRG4	chr7	45147846	45156346	0	0	0	0	-0.80158194	4.43E-09
TBX10	chr11	67403531	67412031	0	0	0	0	-1.849299179	8.34E-05
TBX15	chr1	119528679	119537179	0	0	0	0	7.068058453	4.33E-12
TBX18	chr6	85470454	85478954	0	0	0	0	4.242173405	0.000156664
TBX19	chr1	168245277	168253777	0	0	0	0	0.836194236	0.002815364
TBX2	chr17	59472256	59480756	0	1	0	1	5.58019015	1.87E-08
TBX20	chr7	35290211	35298711	0	0	0	0	6.11759538	3.09E-08
TBX3	chr12	115118469	115126969	1	1	1	1	11.15158965	1.56E-14
TBXAS1	chr7	139523951	139532451	0	0	0	0	-2.128854727	0.028311552
TBXAS1	chr7	139473046	139481546	0	0	0	0	-2.128854727	0.028311552
TCAIM	chr3	44374943	44383443	0	0	1	1	0.70839433	6.30E-08
TCAIM	chr3	44374610	44383110	0	0	1	1	0.70839433	6.30E-08
TCEA1	chr8	54931508	54940008	0	0	0	0	-0.950260571	1.06E-11
TCEA2	chr20	62683438	62691938	0	0	0	1	1.280509628	3.61E-10
TCEA2	chr20	62689009	62697509	0	0	0	0	1.280509628	3.61E-10
TCEA3	chr1	23747761	23756261	0	0	0	1	1.92571589	0.033472115
TCEAL1	chrX	102878647	102887147	0	0	0	0	0.38600505	0.041499896
TCEAL1	chrX	102878891	102887391	0	0	0	0	0.38600505	0.041499896
TCEAL2	chrX	101375659	101384159	0	0	0	0	-2.964974644	5.96E-14
TCEAL3	chrX	102857833	102866333	0	0	0	0	-0.533832873	0.000161193
TCEAL4	chrX	102835418	102843918	0	0	0	0	-0.351368132	0.000266031
TCEAL5	chrX	102528297	102536797	0	0	0	0	-1.767080207	0.000555643
TCEAL6	chrX	101393888	101402388	0	0	0	0	-1.469224198	7.74E-05
TCEAL7	chrX	102580113	102588613	0	0	0	0	-0.730816665	0.000138694
TCEANC2	chr1	54514273	54522773	0	0	0	0	-1.08249352	8.30E-09
TCEB1	chr8	74880643	74889143	0	0	0	0	-0.51053403	6.77E-05
TCEB1	chr8	74881022	74889522	0	0	0	0	-0.51053403	6.77E-05
TCEB3	chr1	24064855	24073355	0	1	0	0	-0.449383606	5.23E-08
TCERG1	chr5	145821872	145830372	0	0	0	0	-1.022772985	2.28E-15
TCERG1L	chr10	133106484	133114984	0	0	1	1	1.162036831	1.69E-08
TCF12	chr15	57205832	57214332	0	0	0	0	-0.431558131	2.21E-06
TCF12	chr15	57506654	57515154	0	0	0	0	-0.431558131	2.21E-06
TCF19	chr6	31121302	31129802	0	0	0	0	-0.672754052	2.07E-05
TCF20	chr22	42607847	42616347	0	0	0	0	-0.359434749	2.49E-05
TCF21	chr6	134205258	134213758	0	1	0	0	4.763907081	8.77E-07
TCF21	chr6	134205259	134213759	0	1	0	0	4.763907081	8.77E-07
TCF24	chr8	67871325	67879825	0	0	0	0	-5.300553852	4.96E-10
TCF25	chr16	89934993	89943493	0	0	0	0	0.730226066	1.86E-09
TCF3	chr19	1648828	1657328	0	0	1	1	-0.26666981	0.007542281
TCF3	chr19	1646786	1655286	0	0	1	1	-0.26666981	0.007542281
TCF4	chr18	53253545	53262045	0	0	0	0	1.649676024	3.80E-15
TCF4	chr18	53299688	53308188	0	0	0	0	1.649676024	3.80E-15
TCF4	chr18	53067726	53076226	0	0	0	0	1.649676024	3.80E-15
TCF4	chr18	53086223	53094723	0	0	0	0	1.649676024	3.80E-15
TCF4	chr18	53174500	53183000	0	1	0	0	1.649676024	3.80E-15
TCF4	chr18	53252360	53260860	0	0	0	0	1.649676024	3.80E-15
TCF4	chr18	52966352	52974852	0	0	0	0	1.649676024	3.80E-15
TCF4	chr18	52985590	52994090	0	0	0	0	1.649676024	3.80E-15
TCF7	chr5	133445401	133453901	0	0	0	0	0.520017435	0.001413693
TCF7	chr5	133446297	133454797	0	0	0	0	0.520017435	0.001413693
TCF7	chr5	133446349	133454849	0	0	0	0	0.520017435	0.001413693
TCF7L2	chr10	114705008	114713508	0	0	0	0	1.448760107	9.01E-10
TCFL5	chr20	61489615	61498115	0	0	0	0	-1.601106979	7.09E-13
TCIRG1	chr11	67805446	67813946	0	0	0	1	1.989433771	4.53E-14
TCIRG1	chr11	67801461	67809961	0	0	0	1	1.989433771	4.53E-14
TCL1A	chr14	96177033	96185533	0	0	0	0	-2.433717059	0.042693108
TCL1B	chr14	96147753	96156253	0	0	0	0	-3.887655639	3.72E-13
TCL6	chr14	96112514	96121014	0	1	1	1	1.533346829	0.040648751
TCN2	chr22	30998069	31006569	0	0	0	0	-3.135241851	5.10E-21
TCOF1	chr5	149732201	149740701	0	0	0	0	-0.289614448	0.007636046
TCP1	chr6	160207235	160215735	0	0	0	0	-0.787563598	1.43E-11
TCP10L	chr21	33954345	33962845	0	0	0	0	-0.830839136	0.046246958
TCP11L2	chr12	106691568	106700068	0	0	0	0	2.711136649	1.46E-11
TCTA	chr3	49444638	49453138	0	0	0	0	0.495981378	9.82E-05
TCTE3	chr6	170148138	170156638	0	0	1	1	-2.307409395	0.029543857
TCTEX1D1	chr1	67213139	67221639	0	0	0	0	-3.287251701	1.31E-05
TCTN1	chr12	111046831	111055331	0	0	0	0	0.404364241	0.005244832
TCTN1	chr12	111046911	111055411	0	0	0	0	0.404364241	0.005244832
TCTN2	chr12	124150659	124159159	0	0	0	0	-0.590075025	0.00049347
TCTN3	chr10	97450400	97458900	0	0	0	0	-0.508376956	1.89E-07
TDG	chr12	104354592	104363092	0	0	0	0	-0.988937633	6.33E-13
TDGF1	chr3	46614075	46622575	0	0	0	1	-9.267907064	7.00E-16
TDGF1	chr3	46611044	46619544	0	0	0	1	-9.267907064	7.00E-16
TDGF1P3	chrX	109758539	109767039	0	0	0	0	-9.4648412	4.69E-14
TDO2	chr4	156819844	156828344	0	1	0	0	2.306781716	0.04906937
TDP1	chr14	90417245	90425745	0	0	1	0	-1.073588558	2.88E-15
TDP2	chr6	24663615	24672115	0	0	1	0	-0.887702279	1.98E-10
TDRD1	chr10	115934028	115942528	0	0	0	0	-1.45239572	0.00202896
TDRD12	chr19	33205678	33214178	0	1	0	0	-0.587624843	0.015035516
TDRD5	chr1	179555747	179564247	0	0	0	0	-3.205092351	0.000990033
TDRD5	chr1	179570361	179578861	0	0	0	0	-3.205092351	0.000990033
TDRD5	chr1	179555756	179564256	0	0	0	0	-3.205092351	0.000990033
TDRD5	chr1	179555988	179564488	0	0	0	0	-3.205092351	0.000990033
TDRD7	chr9	100169301	100177801	0	0	0	0	3.0191194	1.84E-15
TDRG1	chr6	40341162	40349662	0	0	0	0	-5.040397866	1.52E-08
TDRKH	chr1	151759510	151768010	0	0	1	1	-2.624854038	1.14E-17
TDRP	chr8	491345	499845	0	0	0	1	0.720525927	2.71E-10
TDRP	chr8	492281	500781	0	0	0	1	0.720525927	2.71E-10
TEAD1	chr11	12690968	12699468	0	0	0	0	2.2437555	1.90E-18
TEAD2	chr19	49861252	49869752	0	0	1	1	-0.529988169	1.55E-09
TEAD2	chr19	49862214	49870714	0	0	1	1	-0.529988169	1.55E-09
TEAD3	chr6	35461361	35469861	0	0	0	1	2.889772137	2.51E-18
TEC	chr4	48268314	48276814	0	0	0	1	-1.530754389	1.79E-06
TECPR1	chr7	97878063	97886563	0	0	0	0	0.832549474	4.28E-07
TECR	chr19	14635378	14643878	0	1	1	0	0.211672552	0.032138095
TEF	chr22	41772932	41781432	0	0	0	0	-0.655397073	3.19E-06
TEF	chr22	41758336	41766836	0	0	0	0	-0.655397073	3.19E-06
TEFM	chr17	29229786	29238286	0	0	0	0	-0.465606178	0.003191389
TEK	chr9	27104146	27112646	0	1	0	0	-1.016113609	6.85E-05
TEKT3	chr17	15241458	15249958	0	1	0	0	2.287674054	0.000615809
TENM3	chr4	183240136	183248636	0	1	0	0	1.066643603	8.81E-14
TENM4	chr11	79148195	79156695	0	0	0	0	3.744841273	1.46E-20
TEP1	chr14	20878079	20886579	0	0	0	1	1.127191582	1.06E-10
TERF1	chr8	73916096	73924596	0	0	1	0	-3.768344367	1.10E-21
TERF2	chr16	69416391	69424891	0	0	1	0	-0.197166328	0.04645421
TERF2IP	chr16	75676634	75685134	0	0	0	0	0.490505935	0.000205275
TERT	chr5	1291662	1300162	0	0	0	0	-3.048058218	3.09E-13
TES	chr7	115845546	115854046	0	0	0	1	1.777354856	8.81E-15
TES	chr7	115858004	115866504	0	0	0	0	1.777354856	8.81E-15
TESC	chr12	117533751	117542251	0	0	0	0	-2.031411847	2.14E-09
TESK1	chr9	35600280	35608780	0	0	0	0	0.470987214	0.001401175
TESK2	chr1	45953340	45961840	0	0	0	0	1.376743136	1.73E-10
TET2	chr4	106062841	106071341	0	0	0	0	2.978476711	1.87E-17
TET2	chr4	106062031	106070531	0	0	0	0	2.978476711	1.87E-17
TEX10	chr9	103111353	103119853	0	0	0	0	-1.10554332	5.34E-15
TEX10	chr9	103111759	103120259	0	0	0	0	-1.10554332	5.34E-15
TEX11	chrX	70125067	70133567	0	0	0	0	-3.097652216	0.002705059
TEX13B	chrX	107222100	107230600	0	0	0	0	-5.477503536	1.05E-08
TEX14	chr17	56765916	56774416	0	1	0	0	-2.987020304	1.12E-10
TEX15	chr8	30703033	30711533	0	0	0	0	-4.185967178	9.16E-13
TEX19	chr17	80312122	80320622	0	0	0	0	-1.302602713	0.001221514
TEX2	chr17	62337153	62345653	0	0	0	0	0.76096066	4.65E-11
TEX22	chr14	105859919	105868419	0	0	0	0	0.823035816	0.024588798
TEX26-AS1	chr13	31503245	31511745	0	1	0	1	-1.241040015	1.42E-08
TEX264	chr3	51700289	51708789	0	1	0	0	1.102776659	9.86E-12
TEX264	chr3	51700190	51708690	0	1	0	0	1.102776659	9.86E-12
TEX264	chr3	51700642	51709142	0	1	0	0	1.102776659	9.86E-12
TEX41	chr2	145420533	145429033	0	0	0	0	-2.475269697	0.016778964
TF	chr3	133459976	133468476	0	0	0	0	5.176461458	2.46E-06
TFAM	chr10	60139902	60148402	0	0	0	1	-0.898716816	1.31E-10
TFAP2A	chr6	10416297	10424797	0	1	0	0	10.15223241	7.90E-13
TFAP2A	chr6	10411970	10420470	0	1	0	1	10.15223241	7.90E-13
TFAP2A	chr6	10409107	10417607	0	0	0	1	10.15223241	7.90E-13
TFAP2A-AS1	chr6	10407550	10416050	0	0	0	1	7.073492277	4.81E-13
TFAP2B	chr6	50781438	50789938	0	0	0	0	7.934465233	3.58E-12
TFAP2C	chr20	55199357	55207857	0	1	1	1	6.375708136	1.74E-19
TFAP2E	chr1	36033970	36042470	0	1	0	0	3.621004172	8.79E-06
TFAP4	chr16	4319501	4328001	0	0	1	1	-1.6155319	1.38E-11
TFB1M	chr6	155632117	155640617	0	0	0	0	-0.523021428	4.56E-06
TFB2M	chr1	246726065	246734565	0	0	0	0	-1.300322209	6.59E-13
TFCP2	chr12	51563426	51571926	0	1	0	0	-0.720851473	2.36E-06
TFCP2L1	chr2	122039278	122047778	0	0	0	0	2.757474861	1.41E-12
TFDP1	chr13	114234002	114242502	0	0	0	0	-0.603492234	2.99E-07
TFDP1	chr13	114234055	114242555	0	0	0	0	-0.603492234	2.99E-07
TFDP2	chr3	141744007	141752507	0	0	0	0	-1.116231474	8.65E-13
TFDP2	chr3	141864886	141873386	0	0	0	0	-1.116231474	8.65E-13
TFDP2	chr3	141715729	141724229	0	0	0	1	-1.116231474	8.65E-13
TFE3	chrX	48897543	48906043	0	0	0	0	-0.342724913	0.000587287
TFEB	chr6	41699298	41707798	0	1	1	1	3.450761046	9.18E-11
TFEB	chr6	41698639	41707139	0	1	1	1	3.450761046	9.18E-11
TFEB	chr6	41699765	41708265	0	1	1	1	3.450761046	9.18E-11
TFEB	chr6	41700497	41708997	0	1	1	1	3.450761046	9.18E-11
TFF3	chr21	43732206	43740706	0	0	0	0	-3.861958855	0.000570125
TFG	chr3	100423174	100431674	0	0	1	1	0.266649932	0.000620649
TFG	chr3	100423133	100431633	0	0	1	1	0.266649932	0.000620649
TFG	chr3	100423385	100431885	0	0	1	1	0.266649932	0.000620649
TFIP11	chr22	26904937	26913437	0	0	0	0	-0.218232592	0.004657888
TFPI	chr2	188415719	188424219	0	1	0	0	3.869263336	4.98E-15
TFR2	chr7	100227773	100236273	0	0	0	0	-3.108608291	2.35E-08
TFR2	chr7	100235673	100244173	0	0	0	0	-3.108608291	2.35E-08
TG	chr8	133874204	133882704	0	0	0	0	6.521647749	1.61E-09
TGDS	chr13	95245011	95253511	0	0	0	0	-0.254010103	0.01425617
TGFA	chr2	70777647	70786147	0	0	0	0	-4.067339833	3.76E-11
TGFB1	chr19	41856338	41864838	0	0	1	1	2.927854076	3.34E-14
TGFB1I1	chr16	31478528	31487028	0	0	0	0	2.087196634	6.44E-11
TGFB1I1	chr16	31478475	31486975	0	0	0	0	2.087196634	6.44E-11
TGFB1I1	chr16	31479525	31488025	0	0	0	0	2.087196634	6.44E-11
TGFB2	chr1	218513675	218522175	0	1	0	0	5.106821525	8.93E-14
TGFB3	chr14	76444592	76453092	0	1	0	1	2.010664701	2.38E-06
TGFBI	chr5	135359583	135368083	0	0	0	0	6.406940167	1.07E-21
TGFBR1	chr9	101862411	101870911	0	0	0	0	0.200664623	0.02052334
TGFBR2	chr3	30642993	30651493	0	0	0	0	1.037951929	1.43E-09
TGFBR3	chr1	92368059	92376559	0	0	0	0	1.296748252	1.13E-09
TGFBR3	chr1	92348336	92356836	0	1	1	0	1.296748252	1.13E-09
TGFBRAP1	chr2	105942648	105951148	0	0	0	0	-0.531285717	1.60E-08
TGIF1	chr18	3406924	3415424	0	0	0	0	-0.516352156	6.04E-06
TGIF1	chr18	3444410	3452910	1	1	1	1	-0.516352156	6.04E-06
TGIF1	chr18	3445169	3453669	1	1	1	1	-0.516352156	6.04E-06
TGIF1	chr18	3446402	3454902	1	1	1	1	-0.516352156	6.04E-06
TGIF1	chr18	3442583	3451083	1	1	1	1	-0.516352156	6.04E-06
TGIF1	chr18	3444648	3453148	1	1	1	1	-0.516352156	6.04E-06
TGIF1	chr18	3407853	3416353	0	0	0	0	-0.516352156	6.04E-06
TGIF1	chr18	3448771	3457271	0	1	0	1	-0.516352156	6.04E-06
TGIF2	chr20	35196875	35205375	0	0	1	0	0.325474086	0.00011256
TGIF2	chr20	35197009	35205509	0	0	1	0	0.325474086	0.00011256
TGM1	chr14	24728916	24737416	0	0	1	1	5.031616081	2.87E-13
TGM2	chr20	36790200	36798700	0	0	0	1	6.563670426	3.78E-23
TGOLN2	chr2	85551919	85560419	0	0	0	0	0.376598763	9.97E-05
TGS1	chr8	56680790	56689290	0	0	0	0	-1.147880224	3.75E-12
THADA	chr2	43819685	43828185	0	0	0	0	-1.022125944	2.98E-11
THADA	chr2	43819613	43828113	0	0	0	0	-1.022125944	2.98E-11
THAP1	chr8	42694974	42703474	0	1	1	1	-0.554611591	7.28E-06
THAP10	chr15	71181272	71189772	0	0	0	0	-0.477967389	0.000668558
THAP11	chr16	67871212	67879712	0	0	0	0	-1.338599413	2.11E-15
THAP2	chr12	72052676	72061176	0	0	0	0	-0.277884742	0.031023106
THAP3	chr1	6680209	6688709	0	0	0	0	-0.742405205	1.67E-10
THAP3	chr1	6679924	6688424	0	0	0	0	-0.742405205	1.67E-10
THAP4	chr2	242573225	242581725	0	0	0	0	-0.427792922	5.98E-05
THAP4	chr2	242553416	242561916	0	0	0	0	-0.427792922	5.98E-05
THAP5	chr7	108206397	108214897	0	0	0	0	-0.639503664	1.29E-07
THAP5	chr7	108206667	108215167	0	0	0	0	-0.639503664	1.29E-07
THAP6	chr4	76434653	76443153	0	0	1	0	0.929892343	2.13E-07
THAP9	chr4	83816836	83825336	0	0	0	0	-0.796552723	7.74E-09
THBD	chr20	23026801	23035301	0	0	0	0	3.536005461	1.84E-05
THBS1	chr15	39868279	39876779	0	0	0	0	3.209034385	2.72E-12
